;$FILEVERSION=1.1
;$STARTTIME=44475.4114990394
;
;   C:\Users\uukucp\Desktop\log_reset_hmi\su12_resetr.trc
;
;   Start time: 06.10.2021 09:52:33.517.0
;   Generated by PCAN-View v4.2.5.569
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
 34331)    144661.4  Rx         0763  1  05 
 34332)    144663.0  Rx         0746  1  85 
 34333)    144678.7  Rx         0300  8  4D 80 00 00 00 00 00 00 
 34334)    144686.3  Rx         028E  8  8D 00 00 00 00 00 00 00 
 34335)    144688.3  Rx         0707  0  RTR
 34336)    144688.6  Rx         0707  1  85 
 34337)    144688.8  Rx         0747  0  RTR
 34338)    144688.9  Rx         0764  0  RTR
 34339)    144690.2  Rx         0764  1  05 
 34340)    144692.1  Rx         0747  1  05 
 34341)    144718.3  Rx         0708  0  RTR
 34342)    144718.5  Rx         0708  1  85 
 34343)    144718.8  Rx         0748  0  RTR
 34344)    144719.0  Rx         0765  0  RTR
 34345)    144720.7  Rx         0748  1  05 
 34346)    144722.9  Rx         0765  1  05 
 34347)    144728.7  Rx         0300  8  4E 80 00 00 00 00 00 00 
 34348)    144733.2  Rx         028F  8  8E 00 00 00 00 00 00 00 
 34349)    144748.3  Rx         0709  0  RTR
 34350)    144748.6  Rx         0709  1  85 
 34351)    144748.8  Rx         0749  0  RTR
 34352)    144749.0  Rx         0766  0  RTR
 34353)    144749.8  Rx         0749  1  85 
 34354)    144752.1  Rx         0766  1  05 
 34355)    144778.4  Rx         070A  0  RTR
 34356)    144778.5  Rx         074A  0  RTR
 34357)    144778.8  Rx         070A  1  05 
 34358)    144779.0  Rx         0767  0  RTR
 34359)    144779.5  Rx         0300  8  4F 80 00 00 00 00 00 00 
 34360)    144782.1  Rx         0767  1  05 
 34361)    144784.3  Rx         0290  8  8F 00 00 00 00 00 00 00 
 34362)    144808.4  Rx         070B  0  RTR
 34363)    144808.6  Rx         070B  1  05 
 34364)    144808.7  Rx         074B  0  RTR
 34365)    144809.0  Rx         0768  0  RTR
 34366)    144812.6  Rx         0768  1  05 
 34367)    144813.3  Rx         074B  1  85 
 34368)    144828.7  Rx         0300  8  50 80 00 00 00 00 00 00 
 34369)    144834.0  Rx         0291  8  90 00 00 00 00 00 00 00 
 34370)    144838.4  Rx         070C  0  RTR
 34371)    144838.5  Rx         074C  0  RTR
 34372)    144838.7  Rx         0769  0  RTR
 34373)    144838.9  Rx         070C  1  05 
 34374)    144839.8  Rx         0769  1  05 
 34375)    144868.3  Rx         070D  0  RTR
 34376)    144868.6  Rx         070D  1  05 
 34377)    144868.8  Rx         074D  0  RTR
 34378)    144869.0  Rx         076A  0  RTR
 34379)    144870.4  Rx         074D  1  85 
 34380)    144877.3  Rx         076A  1  05 
 34381)    144878.7  Rx         0300  8  51 80 00 00 00 00 00 00 
 34382)    144879.0  Rx         0260  4  1F CA 01 00 
 34383)    144888.4  Rx         0292  8  91 00 00 00 00 00 00 00 
 34384)    144898.3  Rx         070E  0  RTR
 34385)    144898.6  Rx         070E  1  85 
 34386)    144898.8  Rx         074E  0  RTR
 34387)    144898.9  Rx         076B  0  RTR
 34388)    144900.6  Rx         074E  1  05 
 34389)    144903.5  Rx         076B  1  05 
 34390)    144928.3  Rx         070F  0  RTR
 34391)    144928.6  Rx         070F  1  85 
 34392)    144928.8  Rx         074F  0  RTR
 34393)    144929.0  Rx         076C  0  RTR
 34394)    144929.5  Rx         0300  8  52 80 00 00 00 00 00 00 
 34395)    144932.0  Rx         074F  1  05 
 34396)    144932.9  Rx         076C  1  05 
 34397)    144933.4  Rx         0293  8  92 00 00 00 00 00 00 00 
 34398)    144958.3  Rx         0710  0  RTR
 34399)    144958.5  Rx         0750  0  RTR
 34400)    144958.8  Rx         0710  1  85 
 34401)    144959.0  Rx         076D  0  RTR
 34402)    144960.1  Rx         076D  1  05 
 34403)    144961.8  Rx         0750  1  05 
 34404)    144978.6  Rx         0300  8  53 80 00 00 00 00 00 00 
 34405)    144985.7  Rx         0294  8  93 00 00 00 00 00 00 00 
 34406)    144988.4  Rx         0711  0  RTR
 34407)    144988.6  Rx         0711  1  85 
 34408)    144988.7  Rx         0751  0  RTR
 34409)    144989.0  Rx         076E  0  RTR
 34410)    144990.3  Rx         0751  1  85 
 34411)    144994.8  Rx         076E  1  05 
 34412)    145018.4  Rx         0712  0  RTR
 34413)    145018.6  Rx         0712  1  05 
 34414)    145018.8  Rx         0752  0  RTR
 34415)    145019.0  Rx         076F  0  RTR
 34416)    145023.7  Rx         076F  1  05 
 34417)    145023.9  Rx         0752  1  85 
 34418)    145028.6  Rx         0300  8  40 80 00 00 00 00 00 00 
 34419)    145032.3  Rx         0281  8  80 00 00 00 00 00 00 00 
 34420)    145048.3  Rx         0713  0  RTR
 34421)    145048.6  Rx         0713  1  05 
 34422)    145048.8  Rx         0753  0  RTR
 34423)    145048.9  Rx         0770  0  RTR
 34424)    145052.0  Rx         0753  1  85 
 34425)    145052.9  Rx         0770  1  05 
 34426)    145056.9  Rx         0260  4  0D 23 AD 05 
 34427)    145059.1  Rx         034E  8  2D 25 AD 05 00 00 00 00 
 34428)    145078.3  Rx         0714  0  RTR
 34429)    145078.6  Rx         0771  0  RTR
 34430)    145079.1  Rx         0300  8  41 80 00 00 00 00 00 00 
 34431)    145079.5  Rx         0714  1  05 
 34432)    145086.3  Rx         0771  1  05 
 34433)    145089.0  Rx         0282  8  81 00 00 00 00 00 00 00 
 34434)    145108.3  Rx         0701  0  RTR
 34435)    145108.6  Rx         0701  1  05 
 34436)    145108.8  Rx         0741  0  RTR
 34437)    145109.0  Rx         0772  0  RTR
 34438)    145110.0  Rx         0772  1  05 
 34439)    145111.7  Rx         0741  1  85 
 34440)    145128.6  Rx         0300  8  42 80 00 00 00 00 00 00 
 34441)    145138.5  Rx         0283  8  82 00 00 00 00 00 00 00 
 34442)    145138.7  Rx         0702  0  RTR
 34443)    145139.0  Rx         0702  1  85 
 34444)    145139.1  Rx         0742  0  RTR
 34445)    145139.4  Rx         0773  0  RTR
 34446)    145142.2  Rx         0742  1  85 
 34447)    145145.8  Rx         0773  1  05 
 34448)    145168.4  Rx         0703  0  RTR
 34449)    145168.6  Rx         0703  1  85 
 34450)    145168.8  Rx         0743  0  RTR
 34451)    145169.0  Rx         0774  0  RTR
 34452)    145171.8  Rx         0743  1  85 
 34453)    145172.0  Rx         0774  1  05 
 34454)    145178.6  Rx         0300  8  43 80 00 00 00 00 00 00 
 34455)    145184.6  Rx         0284  8  83 00 00 00 00 00 00 00 
 34456)    145198.4  Rx         0704  0  RTR
 34457)    145198.6  Rx         0704  1  85 
 34458)    145198.8  Rx         0744  0  RTR
 34459)    145199.3  Rx         0744  1  05 
 34460)    145228.4  Rx         0705  0  RTR
 34461)    145228.6  Rx         0705  1  85 
 34462)    145228.8  Rx         0745  0  RTR
 34463)    145229.0  Rx         0761  0  RTR
 34464)    145229.5  Rx         0300  8  44 80 00 00 00 00 00 00 
 34465)    145229.8  Rx         0745  1  85 
 34466)    145232.8  Rx         0761  1  85 
 34467)    145235.8  Rx         0285  8  84 00 00 00 00 00 00 00 
 34468)    145258.3  Rx         0706  0  RTR
 34469)    145258.6  Rx         0706  1  05 
 34470)    145258.8  Rx         0746  0  RTR
 34471)    145259.0  Rx         0762  0  RTR
 34472)    145260.5  Rx         0762  1  85 
 34473)    145263.0  Rx         0746  1  05 
 34474)    145278.3  Rx         0192  4  51 03 00 00 
 34475)    145278.8  Rx         0300  8  45 80 00 00 00 00 00 00 
 34476)    145281.1  Rx         0286  8  85 00 00 00 00 00 00 00 
 34477)    145288.4  Rx         0707  0  RTR
 34478)    145288.6  Rx         0707  1  05 
 34479)    145288.8  Rx         0747  0  RTR
 34480)    145289.0  Rx         0763  0  RTR
 34481)    145291.4  Rx         0763  1  85 
 34482)    145292.0  Rx         0747  1  85 
 34483)    145318.4  Rx         0708  0  RTR
 34484)    145318.6  Rx         0708  1  05 
 34485)    145318.8  Rx         0748  0  RTR
 34486)    145319.0  Rx         0764  0  RTR
 34487)    145320.5  Rx         0764  1  85 
 34488)    145320.7  Rx         0748  1  85 
 34489)    145328.7  Rx         0300  8  46 80 00 00 00 00 00 00 
 34490)    145337.5  Rx         0287  8  86 00 00 00 00 00 00 00 
 34491)    145348.4  Rx         0709  0  RTR
 34492)    145348.6  Rx         0709  1  05 
 34493)    145348.8  Rx         0749  0  RTR
 34494)    145349.0  Rx         0765  0  RTR
 34495)    145349.7  Rx         0749  1  05 
 34496)    145353.0  Rx         0765  1  85 
 34497)    145378.4  Rx         070A  0  RTR
 34498)    145378.6  Rx         070A  1  85 
 34499)    145378.8  Rx         074A  0  RTR
 34500)    145379.0  Rx         0766  0  RTR
 34501)    145379.5  Rx         0300  8  47 80 00 00 00 00 00 00 
 34502)    145382.0  Rx         0766  1  85 
 34503)    145386.1  Rx         0288  8  87 00 00 00 00 00 00 00 
 34504)    145408.4  Rx         070B  0  RTR
 34505)    145408.6  Rx         070B  1  85 
 34506)    145408.8  Rx         074B  0  RTR
 34507)    145409.0  Rx         0767  0  RTR
 34508)    145412.1  Rx         0767  1  85 
 34509)    145413.3  Rx         074B  1  05 
 34510)    145428.7  Rx         0300  8  48 80 00 00 00 00 00 00 
 34511)    145430.4  Rx         0289  8  88 00 00 00 00 00 00 00 
 34512)    145438.3  Rx         070C  0  RTR
 34513)    145438.6  Rx         074C  0  RTR
 34514)    145438.8  Rx         070C  1  85 
 34515)    145439.0  Rx         0768  0  RTR
 34516)    145442.0  Rx         074C  1  05 
 34517)    145442.6  Rx         0768  1  85 
 34518)    145468.4  Rx         070D  0  RTR
 34519)    145468.6  Rx         070D  1  85 
 34520)    145468.8  Rx         074D  0  RTR
 34521)    145469.0  Rx         0769  0  RTR
 34522)    145469.8  Rx         0769  1  85 
 34523)    145470.3  Rx         074D  1  05 
 34524)    145478.7  Rx         0300  8  49 80 00 00 00 00 00 00 
 34525)    145484.7  Rx         028A  8  89 00 00 00 00 00 00 00 
 34526)    145498.4  Rx         070E  0  RTR
 34527)    145498.6  Rx         070E  1  05 
 34528)    145498.8  Rx         074E  0  RTR
 34529)    145499.0  Rx         076A  0  RTR
 34530)    145500.6  Rx         074E  1  85 
 34531)    145507.2  Rx         076A  1  85 
 34532)    145528.4  Rx         070F  0  RTR
 34533)    145528.6  Rx         070F  1  05 
 34534)    145528.8  Rx         074F  0  RTR
 34535)    145529.0  Rx         076B  0  RTR
 34536)    145529.5  Rx         0300  8  4A 80 00 00 00 00 00 00 
 34537)    145531.9  Rx         074F  1  85 
 34538)    145532.8  Rx         028B  8  8A 00 00 00 00 00 00 00 
 34539)    145533.5  Rx         076B  1  85 
 34540)    145534.2  Rx         02D2  8  31 22 00 00 00 00 00 00 
 34541)    145558.3  Rx         0710  0  RTR
 34542)    145558.5  Rx         0750  0  RTR
 34543)    145558.8  Rx         0710  1  05 
 34544)    145558.9  Rx         076C  0  RTR
 34545)    145561.8  Rx         0750  1  85 
 34546)    145562.9  Rx         076C  1  85 
 34547)    145578.5  Rx         0260  4  13 AC 01 00 
 34548)    145579.0  Rx         0300  8  4B 80 00 00 00 00 00 00 
 34549)    145583.8  Rx         028C  8  8B 00 00 00 00 00 00 00 
 34550)    145588.6  Rx         07E5  8  04 01 00 00 00 00 00 00 
 34551)    145588.8  Rx         0711  0  RTR
 34552)    145589.1  Rx         0711  1  05 
 34553)    145589.2  Rx         0751  0  RTR
 34554)    145589.4  Rx         076D  0  RTR
 34555)    145590.0  Rx         076D  1  85 
 34556)    145590.3  Rx         0751  1  05 
 34557)    145598.6  Rx         07E5  8  11 54 00 00 00 00 00 00 
 34558)    145618.3  Rx         0712  0  RTR
 34559)    145618.5  Rx         0712  1  85 
 34560)    145618.8  Rx         0752  0  RTR
 34561)    145619.0  Rx         076E  0  RTR
 34562)    145623.8  Rx         0752  1  05 
 34563)    145624.8  Rx         076E  1  85 
 34564)    145628.7  Rx         0300  8  4C 80 00 00 00 00 00 00 
 34565)    145637.2  Rx         028D  8  8C 00 00 00 00 00 00 00 
 34566)    145648.4  Rx         0713  0  RTR
 34567)    145648.6  Rx         0713  1  85 
 34568)    145648.8  Rx         0753  0  RTR
 34569)    145649.0  Rx         076F  0  RTR
 34570)    145651.9  Rx         0753  1  05 
 34571)    145653.7  Rx         076F  1  85 
 34572)    145678.4  Rx         0714  0  RTR
 34573)    145678.6  Rx         0714  1  85 
 34574)    145678.8  Rx         0770  0  RTR
 34575)    145679.3  Rx         0300  8  4D 80 00 00 00 00 00 00 
 34576)    145682.9  Rx         0770  1  85 
 34577)    145686.2  Rx         028E  8  CD 51 3F 00 00 00 00 00 
 34578)    145708.5  Rx         0260  4  13 AC 00 00 
 34579)    145708.7  Rx         0701  0  RTR
 34580)    145708.9  Rx         0701  1  85 
 34581)    145709.1  Rx         0741  0  RTR
 34582)    145709.3  Rx         0771  0  RTR
 34583)    145711.6  Rx         0741  1  05 
 34584)    145716.3  Rx         0771  1  85 
 34585)    145728.7  Rx         0300  8  4E 80 00 00 00 00 00 00 
 34586)    145733.1  Rx         028F  8  8E 00 00 00 00 00 00 00 
 34587)    145738.3  Rx         0702  0  RTR
 34588)    145738.6  Rx         0702  1  05 
 34589)    145738.8  Rx         0742  0  RTR
 34590)    145739.0  Rx         0772  0  RTR
 34591)    145740.0  Rx         0772  1  85 
 34592)    145742.1  Rx         0742  1  05 
 34593)    145768.3  Rx         0703  0  RTR
 34594)    145768.6  Rx         0743  0  RTR
 34595)    145768.7  Rx         0773  0  RTR
 34596)    145769.2  Rx         0703  1  05 
 34597)    145771.7  Rx         0743  1  05 
 34598)    145775.8  Rx         0773  1  85 
 34599)    145778.7  Rx         0300  8  4F 80 00 00 00 00 00 00 
 34600)    145784.2  Rx         0290  8  CF 5F 0E 00 25 00 01 05 
 34601)    145798.4  Rx         0704  0  RTR
 34602)    145798.6  Rx         0704  1  05 
 34603)    145798.8  Rx         0744  0  RTR
 34604)    145799.0  Rx         0774  0  RTR
 34605)    145799.3  Rx         0744  1  85 
 34606)    145801.9  Rx         0774  1  85 
 34607)    145828.3  Rx         0705  0  RTR
 34608)    145828.6  Rx         0705  1  05 
 34609)    145828.8  Rx         0745  0  RTR
 34610)    145829.3  Rx         0300  8  50 80 00 00 00 00 00 00 
 34611)    145829.7  Rx         0745  1  05 
 34612)    145833.9  Rx         0291  8  90 00 00 00 00 00 00 00 
 34613)    145858.4  Rx         0706  0  RTR
 34614)    145858.6  Rx         0706  1  85 
 34615)    145858.8  Rx         0746  0  RTR
 34616)    145859.0  Rx         0761  0  RTR
 34617)    145862.8  Rx         0761  1  05 
 34618)    145863.0  Rx         0746  1  85 
 34619)    145878.7  Rx         0300  8  51 80 00 00 00 00 00 00 
 34620)    145888.3  Rx         0292  8  91 00 00 00 00 00 00 00 
 34621)    145888.5  Rx         0707  0  RTR
 34622)    145888.7  Rx         0707  1  85 
 34623)    145889.0  Rx         0747  0  RTR
 34624)    145889.1  Rx         0762  0  RTR
 34625)    145890.4  Rx         0762  1  05 
 34626)    145918.4  Rx         0708  0  RTR
 34627)    145918.6  Rx         0708  1  85 
 34628)    145918.8  Rx         0748  0  RTR
 34629)    145918.9  Rx         0763  0  RTR
 34630)    145920.6  Rx         0748  1  05 
 34631)    145921.3  Rx         0763  1  05 
 34632)    145928.6  Rx         0300  8  52 80 00 00 00 00 00 00 
 34633)    145933.3  Rx         0293  8  92 00 00 00 00 00 00 00 
 34634)    145948.3  Rx         0709  0  RTR
 34635)    145948.6  Rx         0709  1  85 
 34636)    145948.8  Rx         0749  0  RTR
 34637)    145949.0  Rx         0764  0  RTR
 34638)    145949.7  Rx         0749  1  85 
 34639)    145950.2  Rx         0764  1  05 
 34640)    145978.4  Rx         070A  0  RTR
 34641)    145978.6  Rx         070A  1  05 
 34642)    145978.8  Rx         074A  0  RTR
 34643)    145979.0  Rx         0765  0  RTR
 34644)    145979.5  Rx         0300  8  53 80 00 00 00 00 00 00 
 34645)    145982.9  Rx         0765  1  05 
 34646)    145984.0  Rx         074A  1  05 
 34647)    145985.6  Rx         0294  8  93 00 00 00 00 00 00 00 
 34648)    146008.3  Rx         070B  0  RTR
 34649)    146008.6  Rx         070B  1  05 
 34650)    146008.8  Rx         074B  0  RTR
 34651)    146009.0  Rx         0766  0  RTR
 34652)    146012.0  Rx         0766  1  05 
 34653)    146013.2  Rx         074B  1  85 
 34654)    146028.6  Rx         0300  8  40 80 00 00 00 00 00 00 
 34655)    146032.3  Rx         0281  8  80 00 00 00 00 00 00 00 
 34656)    146038.4  Rx         070C  0  RTR
 34657)    146038.5  Rx         074C  0  RTR
 34658)    146038.8  Rx         070C  1  05 
 34659)    146039.0  Rx         0767  0  RTR
 34660)    146042.0  Rx         074C  1  85 
 34661)    146042.2  Rx         0767  1  05 
 34662)    146056.9  Rx         0260  4  07 23 CA 08 
 34663)    146058.8  Rx         0348  8  27 25 CA 08 00 00 00 00 
 34664)    146068.4  Rx         070D  0  RTR
 34665)    146068.6  Rx         074D  0  RTR
 34666)    146068.8  Rx         070D  1  05 
 34667)    146069.0  Rx         0768  0  RTR
 34668)    146070.3  Rx         074D  1  85 
 34669)    146072.6  Rx         0768  1  05 
 34670)    146078.6  Rx         0300  8  41 80 00 00 00 00 00 00 
 34671)    146088.9  Rx         0282  8  81 00 00 00 00 00 00 00 
 34672)    146098.4  Rx         070E  0  RTR
 34673)    146098.6  Rx         070E  1  85 
 34674)    146098.8  Rx         074E  0  RTR
 34675)    146099.0  Rx         0769  0  RTR
 34676)    146099.8  Rx         0769  1  05 
 34677)    146100.6  Rx         074E  1  05 
 34678)    146128.3  Rx         070F  0  RTR
 34679)    146128.6  Rx         070F  1  85 
 34680)    146128.8  Rx         074F  0  RTR
 34681)    146129.0  Rx         076A  0  RTR
 34682)    146129.5  Rx         0300  8  42 80 00 00 00 00 00 00 
 34683)    146131.9  Rx         074F  1  05 
 34684)    146137.3  Rx         076A  1  05 
 34685)    146138.2  Rx         0283  8  82 00 00 00 00 00 00 00 
